OrderDetailCode,OrderDate,ProductNumber,ProductTypeCode,ProductLineCode,SalesStaffCode,SalesBranchCode,SalesCountryCode,SalesTerritoryCode,VendorContactCode,VendorSiteCode,VendorCode,VendorTypeCode,OrderMethodCode,OrderMethod,Quantity,UnitCost,UnitPrice,UnitSalePrice,Revenue,Sale Cost,Margin
75446,20001010,2,1,1,68,21,3,1,102,88,104,6,1,Fax,34,9.32,12.13,12.13,412.42,316.88,95.54
75500,20001010,4,1,1,68,21,3,1,102,88,104,6,1,Fax,58,5.11,7.15,7.15,414.7,296.38,118.32
75927,20001010,18,3,1,68,21,3,1,102,88,104,6,1,Fax,32,89.16,133.75,133.75,4280,2853.12,1426.88
76145,20001010,26,4,1,68,21,3,1,102,88,104,6,1,Fax,16,217.91,326.86,326.86,5229.76,3486.56,1743.2
76750,20001010,50,8,2,68,21,3,1,102,88,104,6,1,Fax,44,1.96,3.92,3.92,172.48,86.24,86.24
76859,20001010,53,8,2,68,21,3,1,102,88,104,6,1,Fax,20,28.2,39.49,39.49,789.8,564,225.8
76967,20001010,57,9,2,68,21,3,1,102,88,104,6,1,Fax,16,38.97,77.94,77.94,1247.04,623.52,623.52
77083,20001010,61,9,2,68,21,3,1,102,88,104,6,1,Fax,10,19.52,39.04,39.04,390.4,195.2,195.2
77224,20001010,65,10,3,68,21,3,1,102,88,104,6,1,Fax,32,39,78,78,2496,1248,1248
77255,20001010,66,10,3,68,21,3,1,102,88,104,6,1,Fax,20,46.45,92.91,92.91,1858.2,929,929.2
77276,20001010,67,10,3,68,21,3,1,102,88,104,6,1,Fax,40,121.45,255.07,255.07,10202.8,4858,5344.8
77522,20001010,76,12,3,68,21,3,1,102,88,104,6,1,Fax,48,23.54,40.02,40.02,1920.96,1129.92,791.04
73445,19990131,14,2,1,68,21,3,1,110,95,106,8,2,Telephone,42,541.63,677.03,660.15,27726.3,22748.46,4977.84
73459,19990131,15,2,1,68,21,3,1,110,95,106,8,2,Telephone,12,554.59,831.88,831.88,9982.56,6655.08,3327.48
74326,19990131,68,11,3,68,21,3,1,110,95,106,8,2,Telephone,42,47.56,61.84,61.84,2597.28,1997.52,599.76
73906,19990103,30,5,1,68,21,3,1,106,97,106,8,2,Telephone,28,7.38,14.77,14.77,413.56,206.64,206.92
73512,19990119,17,3,1,68,21,3,1,102,88,104,6,5,Web,24,64.36,90.09,90.09,2162.16,1544.64,617.52
73582,19990119,18,3,1,68,21,3,1,102,88,104,6,5,Web,22,97.87,146.83,146.83,3230.26,2153.14,1077.12
73628,19990119,20,3,1,68,21,3,1,102,88,104,6,5,Web,18,90.91,127.27,127.27,2290.86,1636.38,654.48
73809,19990119,27,4,1,68,21,3,1,102,88,104,6,5,Web,6,255.85,460.52,460.52,2763.12,1535.1,1228.02
74269,19990119,65,10,3,68,21,3,1,102,88,104,6,5,Web,26,40.77,81.55,81.55,2120.3,1060.02,1060.28
74910,19990119,92,16,4,68,21,3,1,102,88,104,6,5,Web,30,1.96,4.92,4.92,147.6,58.8,88.8
75003,19990119,94,16,4,68,21,3,1,102,88,104,6,5,Web,76,1.85,4.63,4.63,351.88,140.6,211.28
75090,19990119,98,17,4,68,21,3,1,102,88,104,6,5,Web,50,2.83,5.69,5.69,284.5,141.5,143
76072,20000217,24,4,1,68,21,3,1,109,98,106,8,4,E-mail,36,63.95,76.73,76.73,2762.28,2302.2,460.08
76245,20000217,29,4,1,68,21,3,1,109,98,106,8,4,E-mail,20,41.77,71.02,71.02,1420.4,835.4,585
75578,20000115,8,1,1,68,21,3,1,149,141,118,2,7,Sales visit,12,78.26,134.63,134.63,1615.56,939.12,676.44
78783,20010111,15,2,1,68,21,3,1,109,98,106,8,7,Sales visit,14,490,735,735,10290,6860,3430
78816,20010111,16,2,1,68,21,3,1,109,98,106,8,7,Sales visit,120,1,2,2,240,120,120
79283,20010111,30,5,1,68,21,3,1,109,98,106,8,7,Sales visit,26,6.75,13.5,13.5,351,175.5,175.5
73995,19991206,33,5,1,68,21,3,1,109,98,106,8,7,Sales visit,56,19.62,29.44,29.44,1648.64,1098.72,549.92
73342,19991120,12,2,1,68,21,3,1,116,107,109,8,2,Telephone,38,500.67,650.89,650.89,24733.82,19025.46,5708.36
73583,19991120,18,3,1,68,21,3,1,116,107,109,8,2,Telephone,28,97.87,146.83,146.83,4111.24,2740.36,1370.88
73746,19991120,25,4,1,68,21,3,1,116,107,109,8,2,Telephone,14,190.6,285.89,285.89,4002.46,2668.4,1334.06
74400,19991120,71,11,3,68,21,3,1,116,107,109,8,2,Telephone,24,63.75,95.62,95.62,2294.88,1530,764.88
75168,19991120,101,18,5,68,21,3,1,116,107,109,8,2,Telephone,14,350.14,630.25,630.25,8823.5,4901.96,3921.54
75234,19991120,105,19,5,68,21,3,1,116,107,109,8,2,Telephone,10,668.67,1471.08,1471.08,14710.8,6686.7,8024.1
75255,19991120,106,19,5,68,21,3,1,116,107,109,8,2,Telephone,6,645.26,1161.46,1161.46,6968.76,3871.56,3097.2
75336,19991120,111,20,5,68,21,3,1,116,107,109,8,2,Telephone,6,82.11,180.63,180.63,1083.78,492.66,591.12
75378,19991120,114,21,5,68,21,3,1,116,107,109,8,2,Telephone,2,87.72,219.3,219.3,438.6,175.44,263.16
75391,19991120,115,21,5,68,21,3,1,116,107,109,8,2,Telephone,32,5.34,10.71,10.71,342.72,170.88,171.84
75683,20001125,11,2,1,68,21,3,1,110,95,106,8,7,Sales visit,16,253.07,354.29,354.29,5668.64,4049.12,1619.52
76168,20001125,27,4,1,68,21,3,1,110,95,106,8,7,Sales visit,18,245.44,441.8,441.8,7952.4,4417.92,3534.48
77329,20001125,68,11,3,68,21,3,1,110,95,106,8,7,Sales visit,18,46.2,60.06,60.06,1081.08,831.6,249.48
75775,20001116,14,2,1,68,21,3,1,112,101,95,6,7,Sales visit,46,489.42,611.78,527.91,24283.86,22513.32,1770.54
75909,20001116,17,3,1,68,21,3,1,112,101,95,6,7,Sales visit,36,60.29,84.41,84.41,3038.76,2170.44,868.32
76420,20001116,35,5,1,68,21,3,1,112,101,95,6,7,Sales visit,48,18.42,24.86,24.86,1193.28,884.16,309.12
76490,20001116,37,5,1,68,21,3,1,112,101,95,6,7,Sales visit,36,29.93,47.88,47.88,1723.68,1077.48,646.2
76517,20001116,39,5,1,68,21,3,1,112,101,95,6,7,Sales visit,46,41.65,66.66,66.66,3066.36,1915.9,1150.46
76824,20001116,52,8,2,68,21,3,1,112,101,95,6,7,Sales visit,24,18.35,36.7,36.7,880.8,440.4,440.4
76880,20001116,54,8,2,68,21,3,1,112,101,95,6,7,Sales visit,18,34.36,51.54,51.54,927.72,618.48,309.24
76971,20001116,57,9,2,68,21,3,1,112,101,95,6,7,Sales visit,10,38.97,77.94,77.94,779.4,389.7,389.7
77921,20001116,94,16,4,68,21,3,1,112,101,95,6,7,Sales visit,42,1.9,4.78,4.78,200.76,79.8,120.96
76136,20001117,26,4,1,68,21,3,1,116,107,109,8,7,Sales visit,14,217.91,326.86,326.86,4576.04,3050.74,1525.3
78067,20001117,103,18,5,68,21,3,1,116,107,109,8,7,Sales visit,8,279.32,502.79,502.79,4022.32,2234.56,1787.76
78105,20001117,105,19,5,68,21,3,1,116,107,109,8,7,Sales visit,26,558.15,1227.96,1038.06,26989.56,14511.9,12477.66
78138,20001117,107,19,5,68,21,3,1,116,107,109,8,7,Sales visit,6,520.15,1144.32,1144.32,6865.92,3120.9,3745.02
78148,20001117,108,19,5,68,21,3,1,116,107,109,8,7,Sales visit,8,479.39,862.9,862.9,6903.2,3835.12,3068.08
78199,20001117,110,20,5,68,21,3,1,116,107,109,8,7,Sales visit,14,60.63,121.29,121.29,1698.06,848.82,849.24
76298,20001215,31,5,1,68,21,3,1,115,103,109,8,7,Sales visit,24,7.8,15.6,15.6,374.4,187.2,187.2
78059,20001215,102,18,5,68,21,3,1,115,103,109,8,7,Sales visit,10,392.17,823.58,823.58,8235.8,3921.7,4314.1
78063,20001215,103,18,5,68,21,3,1,115,103,109,8,7,Sales visit,8,279.32,502.79,502.79,4022.32,2234.56,1787.76
78087,20001215,104,18,5,68,21,3,1,115,103,109,8,7,Sales visit,4,336.04,705.69,705.69,2822.76,1344.16,1478.6
78104,20001215,105,19,5,68,21,3,1,115,103,109,8,7,Sales visit,12,558.15,1227.96,1174.02,14088.24,6697.8,7390.44
78153,20001215,108,19,5,68,21,3,1,115,103,109,8,7,Sales visit,2,479.39,862.9,862.9,1725.8,958.78,767.02
78233,20001215,112,21,5,68,21,3,1,115,103,109,8,7,Sales visit,42,6.01,9.01,9.01,378.42,252.42,126
78365,20011205,3,1,1,68,21,3,1,111,100,95,6,7,Sales visit,30,15.93,21.98,21.98,659.4,477.9,181.5
78420,20011205,5,1,1,68,21,3,1,111,100,95,6,7,Sales visit,24,34.97,50,50,1200,839.28,360.72
78651,20011205,12,2,1,68,21,3,1,111,100,95,6,7,Sales visit,42,473.07,615,570.82,23974.44,19868.94,4105.5
78897,20011205,18,3,1,68,21,3,1,111,100,95,6,7,Sales visit,34,86,129,129,4386,2924,1462
79007,20011205,22,3,1,68,21,3,1,111,100,95,6,7,Sales visit,12,10,15,15,180,120,60
79439,20011205,34,5,1,68,21,3,1,111,100,95,6,7,Sales visit,80,28.12,44.99,44.99,3599.2,2249.6,1349.6
79539,20011205,38,5,1,68,21,3,1,111,100,95,6,7,Sales visit,28,20,30,30,840,560,280
79623,20011205,41,5,1,68,21,3,1,111,100,95,6,7,Sales visit,24,24.62,32,32,768,590.88,177.12
79677,20011205,44,6,2,68,21,3,1,111,100,95,6,7,Sales visit,24,231.11,346.66,346.66,8319.84,5546.64,2773.2
79757,20011205,48,7,2,68,21,3,1,111,100,95,6,7,Sales visit,16,55,110,110,1760,880,880
79827,20011205,51,8,2,68,21,3,1,111,100,95,6,7,Sales visit,36,35,70,70,2520,1260,1260
79988,20011205,57,9,2,68,21,3,1,111,100,95,6,7,Sales visit,12,40,80,80,960,480,480
80297,20011205,67,10,3,68,21,3,1,111,100,95,6,7,Sales visit,40,116.19,243.99,243.99,9759.6,4647.6,5112
80407,20011205,72,11,3,68,21,3,1,111,100,95,6,7,Sales visit,18,72.5,145,145,2610,1305,1305
80466,20011205,74,12,3,68,21,3,1,111,100,95,6,7,Sales visit,38,11.43,16,16,608,434.34,173.66
78533,20011111,9,1,1,68,21,3,1,112,101,95,6,2,Telephone,14,9,11.97,11.97,167.58,126,41.58
78631,20011111,12,2,1,68,21,3,1,112,101,95,6,2,Telephone,58,473.07,615,615,35670,27438.06,8231.94
79008,20011111,22,3,1,68,21,3,1,112,101,95,6,2,Telephone,10,10,15,15,150,100,50
79154,20011111,27,4,1,68,21,3,1,112,101,95,6,2,Telephone,42,238.88,430,300.64,12626.88,10032.96,2593.92
79347,20011111,32,5,1,68,21,3,1,112,101,95,6,2,Telephone,50,16.67,25,25,1250,833.5,416.5
79570,20011111,39,5,1,68,21,3,1,112,101,95,6,2,Telephone,40,40.63,65,65,2600,1625.2,974.8
80876,20011111,94,16,4,68,21,3,1,112,101,95,6,2,Telephone,56,2,5,5,280,112,168
78353,20011216,3,1,1,68,21,3,1,177,164,124,6,5,Web,32,15.93,21.98,21.98,703.36,509.76,193.6
78766,20011216,15,2,1,68,21,3,1,177,164,124,6,5,Web,24,490,735,591.17,14188.08,11760,2428.08
79017,20011216,22,3,1,68,21,3,1,177,164,124,6,5,Web,12,10,15,15,180,120,60
79040,20011216,23,3,1,68,21,3,1,177,164,124,6,5,Web,6,65.33,97.98,97.98,587.88,391.98,195.9
79498,20011216,36,5,1,68,21,3,1,177,164,124,6,5,Web,50,18.05,29.98,29.98,1499,902.5,596.5
79520,20011216,37,5,1,68,21,3,1,177,164,124,6,5,Web,56,28.75,46,46,2576,1610,966
79657,20011216,43,6,2,68,21,3,1,177,164,124,6,5,Web,30,126.66,190,190,5700,3799.8,1900.2
79705,20011216,45,6,2,68,21,3,1,177,164,124,6,5,Web,16,383.32,574.98,574.98,9199.68,6133.12,3066.56
79724,20011216,46,7,2,68,21,3,1,177,164,124,6,5,Web,18,52.86,74,74,1332,951.48,380.52
79843,20011216,52,8,2,68,21,3,1,177,164,124,6,5,Web,28,19,38,38,1064,532,532
79944,20011216,55,8,2,68,21,3,1,177,164,124,6,5,Web,52,4,8,8,416,208,208
80081,20011216,60,9,2,68,21,3,1,177,164,124,6,5,Web,20,10,20,20,400,200,200
80118,20011216,61,9,2,68,21,3,1,177,164,124,6,5,Web,30,20,40,40,1200,600,600
80402,20011216,72,11,3,68,21,3,1,177,164,124,6,5,Web,22,72.5,145,145,3190,1595,1595
80522,20011216,76,12,3,68,21,3,1,177,164,124,6,5,Web,50,23.53,40,40,2000,1176.5,823.5
73114,19990322,3,1,1,70,21,3,1,99,86,104,6,5,Web,24,17.25,23.8,23.8,571.2,414,157.2
73163,19990322,5,1,1,70,21,3,1,99,86,104,6,5,Web,18,38.4,54.93,54.93,988.74,691.2,297.54
73531,19990322,17,3,1,70,21,3,1,99,86,104,6,5,Web,24,64.36,90.09,90.09,2162.16,1544.64,617.52
73619,19990322,20,3,1,70,21,3,1,99,86,104,6,5,Web,14,90.91,127.27,127.27,1781.78,1272.74,509.04
73798,19990322,27,4,1,70,21,3,1,99,86,104,6,5,Web,18,255.85,460.52,460.52,8289.36,4605.3,3684.06
74136,19990322,38,5,1,70,21,3,1,99,86,104,6,5,Web,22,21.04,31.55,31.55,694.1,462.88,231.22
74186,19990322,41,5,1,70,21,3,1,99,86,104,6,5,Web,16,27,35.09,35.09,561.44,432,129.44
74270,19990322,65,10,3,70,21,3,1,99,86,104,6,5,Web,20,40.77,81.55,81.55,1631,815.4,815.6
74486,19990322,75,12,3,70,21,3,1,99,86,104,6,5,Web,28,86.73,119.69,119.69,3351.32,2428.44,922.88
74539,19990322,77,12,3,70,21,3,1,99,86,104,6,5,Web,32,46.13,92.29,92.29,2953.28,1476.16,1477.12
74601,19990322,84,14,3,70,21,3,1,99,86,104,6,5,Web,16,83.37,116.73,116.73,1867.68,1333.92,533.76
74642,19990322,85,14,3,70,21,3,1,99,86,104,6,5,Web,10,211.52,359.6,359.6,3596,2115.2,1480.8
74831,19990322,90,15,4,70,21,3,1,99,86,104,6,5,Web,176,2.42,6.78,6.78,1193.28,425.92,767.36
74874,19990322,91,16,4,70,21,3,1,99,86,104,6,5,Web,84,1.95,4.88,4.88,409.92,163.8,246.12
74908,19990322,92,16,4,70,21,3,1,99,86,104,6,5,Web,32,1.96,4.92,4.92,157.44,62.72,94.72
75119,19990322,99,17,4,70,21,3,1,99,86,104,6,5,Web,22,1.92,4.82,4.82,106.04,42.24,63.8
74379,19990312,70,11,3,70,21,3,1,105,94,105,7,7,Sales visit,14,81.8,122.7,122.7,1717.8,1145.2,572.6
73537,19990326,17,3,1,70,21,3,1,149,141,118,2,2,Telephone,28,64.36,90.09,90.09,2522.52,1802.08,720.44
73953,19990326,32,5,1,70,21,3,1,149,141,118,2,2,Telephone,48,18.25,27.37,27.37,1313.76,876,437.76
74462,19990326,74,12,3,70,21,3,1,149,141,118,2,2,Telephone,50,11.89,16.64,16.64,832,594.5,237.5
74790,19990326,89,15,4,70,21,3,1,149,141,118,2,2,Telephone,106,2.33,6.55,6.55,694.3,246.98,447.32
73051,19990419,1,1,1,70,21,3,1,176,167,124,6,3,Mail,44,4.38,6.59,6.59,289.96,192.72,97.24
73096,19990419,2,1,1,70,21,3,1,176,167,124,6,3,Mail,32,9.64,12.53,12.53,400.96,308.48,92.48
73199,19990419,7,1,1,70,21,3,1,176,167,124,6,3,Mail,14,48.38,66.77,66.77,934.78,677.32,257.46
73355,19990419,12,2,1,70,21,3,1,176,167,124,6,3,Mail,34,500.67,650.89,547.07,18600.38,17022.78,1577.6
73418,19990419,14,2,1,70,21,3,1,176,167,124,6,3,Mail,38,541.63,677.03,578.46,21981.48,20581.94,1399.54
73601,19990419,19,3,1,70,21,3,1,176,167,124,6,3,Mail,22,165.72,265.14,265.14,5833.08,3645.84,2187.24
73978,19990419,32,5,1,70,21,3,1,176,167,124,6,3,Mail,58,18.25,27.37,27.37,1587.46,1058.5,528.96
74515,19990419,76,12,3,70,21,3,1,176,167,124,6,3,Mail,50,23.84,40.52,40.52,2026,1192,834
75099,19990419,98,17,4,70,21,3,1,176,167,124,6,3,Mail,40,2.83,5.69,5.69,227.6,113.2,114.4
75145,19990419,100,17,4,70,21,3,1,176,167,124,6,3,Mail,82,2.76,5.53,5.53,453.46,226.32,227.14
75755,20000429,13,2,1,70,21,3,1,138,125,115,4,2,Telephone,36,398.41,537.84,537.84,19362.24,14342.76,5019.48
75903,20000429,17,3,1,70,21,3,1,138,125,115,4,2,Telephone,22,60.29,84.41,84.41,1857.02,1326.38,530.64
75922,20000429,18,3,1,70,21,3,1,138,125,115,4,2,Telephone,20,89.16,133.75,133.75,2675,1783.2,891.8
77622,20000429,83,14,3,70,21,3,1,138,125,115,4,2,Telephone,44,57.86,92.56,92.56,4072.64,2545.84,1526.8
77684,20000429,85,14,3,70,21,3,1,138,125,115,4,2,Telephone,16,177.17,301.2,301.2,4819.2,2834.72,1984.48
77857,20000429,91,16,4,70,21,3,1,138,125,115,4,2,Telephone,34,1.97,4.92,4.92,167.28,66.98,100.3
77937,20000429,95,16,4,70,21,3,1,138,125,115,4,2,Telephone,112,2.94,5.88,5.88,658.56,329.28,329.28
76066,20000411,24,4,1,70,21,3,1,108,96,106,8,7,Sales visit,28,63.95,76.73,76.73,2148.44,1790.6,357.84
75716,20000417,12,2,1,70,21,3,1,109,98,106,8,3,Mail,32,486.92,633,605.27,19368.64,15581.44,3787.2
75820,20000417,15,2,1,70,21,3,1,109,98,106,8,3,Mail,16,504.54,756.82,756.82,12109.12,8072.64,4036.48
75851,20000417,16,2,1,70,21,3,1,109,98,106,8,3,Mail,130,1.02,2.05,2.05,266.5,132.6,133.9
76267,20000417,30,5,1,70,21,3,1,109,98,106,8,3,Mail,24,6.78,13.57,13.57,325.68,162.72,162.96
75453,20000320,3,1,1,70,21,3,1,127,114,113,2,4,E-mail,28,16.54,22.84,22.84,639.52,463.12,176.4
76271,20000320,30,5,1,70,21,3,1,127,114,113,2,4,E-mail,26,6.78,13.57,13.57,352.82,176.28,176.54
76381,20000320,33,5,1,70,21,3,1,127,114,113,2,4,E-mail,50,18.2,27.3,27.3,1365,910,455
77783,20000320,88,15,4,70,21,3,1,127,114,113,2,4,E-mail,74,1.91,6.73,6.73,498.02,141.34,356.68
80356,20010330,70,11,3,70,21,3,1,123,112,111,7,2,Telephone,20,80,120,120,2400,1600,800
78591,20010427,11,2,1,70,21,3,1,108,96,106,8,7,Sales visit,20,250,350,350,7000,5000,2000
78841,20010427,17,3,1,70,21,3,1,108,96,106,8,7,Sales visit,26,60,84,84,2184,1560,624
79082,20010427,25,4,1,70,21,3,1,108,96,106,8,7,Sales visit,22,166.66,250,250,5500,3666.52,1833.48
79303,20010427,31,5,1,70,21,3,1,108,96,106,8,7,Sales visit,34,7.5,15,15,510,255,255
78308,20010317,1,1,1,70,21,3,1,102,88,104,6,4,E-mail,50,4,6,6,300,200,100
78329,20010317,2,1,1,70,21,3,1,102,88,104,6,4,E-mail,44,9.22,11.98,11.98,527.12,405.68,121.44
78376,20010317,3,1,1,70,21,3,1,102,88,104,6,4,E-mail,24,15.93,21.98,21.98,527.52,382.32,145.2
78404,20010317,5,1,1,70,21,3,1,102,88,104,6,4,E-mail,20,34.97,50,50,1000,699.4,300.6
78489,20010317,8,1,1,70,21,3,1,102,88,104,6,4,E-mail,14,75,129,129,1806,1050,756
78641,20010317,12,2,1,70,21,3,1,102,88,104,6,4,E-mail,42,473.07,615,602.55,25307.1,19868.94,5438.16
78800,20010317,15,2,1,70,21,3,1,102,88,104,6,4,E-mail,20,490,735,643.98,12879.6,9800,3079.6
78961,20010317,20,3,1,70,21,3,1,102,88,104,6,4,E-mail,24,78.55,109.98,109.98,2639.52,1885.2,754.32
79127,20010317,26,4,1,70,21,3,1,102,88,104,6,4,E-mail,20,213.33,319.98,319.98,6399.6,4266.6,2133
79333,20010317,32,5,1,70,21,3,1,102,88,104,6,4,E-mail,50,16.67,25,25,1250,833.5,416.5
79417,20010317,34,5,1,70,21,3,1,102,88,104,6,4,E-mail,70,28.12,44.99,44.99,3149.3,1968.4,1180.9
79728,20010317,46,7,2,70,21,3,1,102,88,104,6,4,E-mail,20,52.86,74,74,1480,1057.2,422.8
80595,20010317,80,13,3,70,21,3,1,102,88,104,6,4,E-mail,20,94.12,160,160,3200,1882.4,1317.6
80839,20010317,91,16,4,70,21,3,1,102,88,104,6,4,E-mail,26,2,5,5,130,52,78
80918,20010317,96,17,4,70,21,3,1,102,88,104,6,4,E-mail,28,16.43,23,23,644,460.04,183.96
80951,20010317,100,17,4,70,21,3,1,102,88,104,6,4,E-mail,28,3,6,6,168,84,84
75187,19990926,102,18,5,70,21,3,1,162,151,121,1,4,E-mail,6,442.16,928.53,928.53,5571.18,2652.96,2918.22
75241,19990926,105,19,5,70,21,3,1,162,151,121,1,4,E-mail,6,668.67,1471.08,1471.08,8826.48,4012.02,4814.46
75259,19990926,106,19,5,70,21,3,1,162,151,121,1,4,E-mail,6,645.26,1161.46,1161.46,6968.76,3871.56,3097.2
75265,19990926,107,19,5,70,21,3,1,162,151,121,1,4,E-mail,2,618.05,1359.72,1359.72,2719.44,1236.1,1483.34
73084,19990928,2,1,1,70,21,3,1,176,167,124,6,5,Web,44,9.64,12.53,12.53,551.32,424.16,127.16
73173,19990928,6,1,1,70,21,3,1,176,167,124,6,5,Web,8,92,129.72,129.72,1037.76,736,301.76
73253,19990928,9,1,1,70,21,3,1,176,167,124,6,5,Web,8,9.93,13.22,13.22,105.76,79.44,26.32
73333,19990928,12,2,1,70,21,3,1,176,167,124,6,5,Web,50,500.67,650.89,590.64,29532,25033.5,4498.5
73650,19990928,21,3,1,70,21,3,1,176,167,124,6,5,Web,16,33.88,40.65,40.65,650.4,542.08,108.32
73756,19990928,25,4,1,70,21,3,1,176,167,124,6,5,Web,24,190.6,285.89,285.89,6861.36,4574.4,2286.96
74133,19990928,38,5,1,70,21,3,1,176,167,124,6,5,Web,36,21.04,31.55,31.55,1135.8,757.44,378.36
74374,19990928,70,11,3,70,21,3,1,176,167,124,6,5,Web,14,81.8,122.7,122.7,1717.8,1145.2,572.6
74448,19990928,74,12,3,70,21,3,1,176,167,124,6,5,Web,48,11.89,16.64,16.64,798.72,570.72,228
74481,19990928,75,12,3,70,21,3,1,176,167,124,6,5,Web,34,86.73,119.69,119.69,4069.46,2948.82,1120.64
74569,19990928,82,14,3,70,21,3,1,176,167,124,6,5,Web,34,21.81,32.72,32.72,1112.48,741.54,370.94
74622,19990928,84,14,3,70,21,3,1,176,167,124,6,5,Web,16,83.37,116.73,116.73,1867.68,1333.92,533.76
77408,20001003,72,11,3,70,21,3,1,122,111,111,7,4,E-mail,20,73.77,147.57,147.57,2951.4,1475.4,1476
75439,20000919,2,1,1,70,21,3,1,102,88,104,6,5,Web,36,9.32,12.13,12.13,436.68,335.52,101.16
75454,20000919,3,1,1,70,21,3,1,102,88,104,6,5,Web,24,16.54,22.84,22.84,548.16,396.96,151.2
76275,20000919,30,5,1,70,21,3,1,102,88,104,6,5,Web,24,6.78,13.57,13.57,325.68,162.72,162.96
76435,20000919,35,5,1,70,21,3,1,102,88,104,6,5,Web,40,18.42,24.86,24.86,994.4,736.8,257.6
76691,20000919,46,7,2,70,21,3,1,102,88,104,6,5,Web,16,52.54,73.55,73.55,1176.8,840.64,336.16
76733,20000919,48,7,2,70,21,3,1,102,88,104,6,5,Web,12,53.93,107.86,107.86,1294.32,647.16,647.16
76823,20000919,52,8,2,70,21,3,1,102,88,104,6,5,Web,20,18.35,36.7,36.7,734,367,367
76837,20000919,53,8,2,70,21,3,1,102,88,104,6,5,Web,20,28.2,39.49,39.49,789.8,564,225.8
76890,20000919,54,8,2,70,21,3,1,102,88,104,6,5,Web,20,34.36,51.54,51.54,1030.8,687.2,343.6
76951,20000919,56,8,2,70,21,3,1,102,88,104,6,5,Web,22,8.53,17.09,17.09,375.98,187.66,188.32
76989,20000919,58,9,2,70,21,3,1,102,88,104,6,5,Web,12,56.88,79.65,79.65,955.8,682.56,273.24
77046,20000919,60,9,2,70,21,3,1,102,88,104,6,5,Web,10,9.89,19.78,19.78,197.8,98.9,98.9
77284,20000919,67,10,3,70,21,3,1,102,88,104,6,5,Web,40,121.45,255.07,255.07,10202.8,4858,5344.8
77483,20000919,75,12,3,70,21,3,1,102,88,104,6,5,Web,36,83.94,115.84,115.84,4170.24,3021.84,1148.4
77556,20000919,77,12,3,70,21,3,1,102,88,104,6,5,Web,48,45.31,90.63,90.63,4350.24,2174.88,2175.36
77661,20000919,84,14,3,70,21,3,1,102,88,104,6,5,Web,20,81.23,113.73,113.73,2274.6,1624.6,650
77841,20000919,91,16,4,70,21,3,1,102,88,104,6,5,Web,34,1.97,4.92,4.92,167.28,66.98,100.3
77985,20000919,98,17,4,70,21,3,1,102,88,104,6,5,Web,34,2.91,5.82,5.82,197.88,98.94,98.94
77999,20000919,99,17,4,70,21,3,1,102,88,104,6,5,Web,22,1.97,4.94,4.94,108.68,43.34,65.34
75838,20000924,15,2,1,70,21,3,1,99,86,104,6,7,Sales visit,22,504.54,756.82,733.73,16142.06,11099.88,5042.18
75916,20000924,18,3,1,70,21,3,1,99,86,104,6,7,Sales visit,24,89.16,133.75,133.75,3210,2139.84,1070.16
76329,20000924,32,5,1,70,21,3,1,99,86,104,6,7,Sales visit,40,16.87,25.31,25.31,1012.4,674.8,337.6
76545,20000924,40,5,1,70,21,3,1,99,86,104,6,7,Sales visit,66,18.19,25.29,25.29,1669.14,1200.54,468.6
76631,20000924,44,6,2,70,21,3,1,99,86,104,6,7,Sales visit,32,227.69,341.54,309.45,9902.4,7286.08,2616.32
76868,20000924,54,8,2,70,21,3,1,99,86,104,6,7,Sales visit,20,34.36,51.54,51.54,1030.8,687.2,343.6
77152,20000924,62,9,2,70,21,3,1,99,86,104,6,7,Sales visit,26,46.52,79.11,79.11,2056.86,1209.52,847.34
77409,20000924,72,11,3,70,21,3,1,99,86,104,6,7,Sales visit,12,73.77,147.57,147.57,1770.84,885.24,885.6
77498,20000924,75,12,3,70,21,3,1,99,86,104,6,7,Sales visit,40,83.94,115.84,115.84,4633.6,3357.6,1276
77566,20000924,80,13,3,70,21,3,1,99,86,104,6,7,Sales visit,16,96.51,164.08,164.08,2625.28,1544.16,1081.12
77625,20000924,83,14,3,70,21,3,1,99,86,104,6,7,Sales visit,32,57.86,92.56,92.56,2961.92,1851.52,1110.4
77822,20000924,90,15,4,70,21,3,1,99,86,104,6,7,Sales visit,52,2.47,6.92,6.92,359.84,128.44,231.4
77902,20000924,94,16,4,70,21,3,1,99,86,104,6,7,Sales visit,48,1.9,4.78,4.78,229.44,91.2,138.24
77445,20001005,73,12,3,70,21,3,1,152,139,118,2,4,E-mail,32,8.68,12.15,12.15,388.8,277.76,111.04
78026,20001016,101,18,5,70,21,3,1,116,107,109,8,7,Sales visit,8,305.64,550.16,550.16,4401.28,2445.12,1956.16
78048,20001016,102,18,5,70,21,3,1,116,107,109,8,7,Sales visit,12,392.17,823.58,823.58,9882.96,4706.04,5176.92
78083,20001016,104,18,5,70,21,3,1,116,107,109,8,7,Sales visit,4,336.04,705.69,705.69,2822.76,1344.16,1478.6
78192,20001016,110,20,5,70,21,3,1,116,107,109,8,7,Sales visit,12,60.63,121.29,121.29,1455.48,727.56,727.92
78206,20001016,111,20,5,70,21,3,1,116,107,109,8,7,Sales visit,6,81.87,180.13,180.13,1080.78,491.22,589.56
78271,20001016,114,21,5,70,21,3,1,116,107,109,8,7,Sales visit,4,79.7,199.27,199.27,797.08,318.8,478.28
